STORE_NO,COST_CENTER_NAME,POS_TERM_NO,STATUS_CODE,DAD,MAX_TRAN_DT,TRAN_NO_LAST
7954,OKLAHOMA CITY-SOUTHWEST,13244,1,'04-04-14,1-Aug-18,32523
7970,HUNTSVILLE,10381,1,'04-01-03,1-Aug-18,99285
7970,HUNTSVILLE,12689,1,'04-01-03,1-Aug-18,77236
7974,KENNER,10790,1,'03-08-32,1-Aug-18,13213
7974,KENNER,16797,1,'03-08-32,1-Aug-18,29325
7983,WESLACO,10555,1,'04-01-16,30-Jul-18,84377
7983,WESLACO,18449,1,'04-01-16,30-Jul-18,22417
7989,YAZOO CITY,11023,1,'03-08-43,1-Aug-18,15056
7990,MAGNOLIA,11048,1,'03-08-79,1-Aug-18,45324
8000,MESA-BASELINE,12342,1,'04-07-33,1-Aug-18,97016
8000,MESA-BASELINE,14390,1,'04-07-33,1-Aug-18,25634
8001,VANCOUVER,11744,1,'01-02-29,1-Aug-18,40386
8001,VANCOUVER,13591,1,'01-02-29,1-Aug-18,41247
8002,KIRKLAND-TOTEM LAKE,12138,1,'01-02-28,1-Aug-18,76558
8002,KIRKLAND-TOTEM LAKE,12816,1,'01-02-28,1-Aug-18,30564
8003,TUCSON-BROADWAY,12165,1,'04-07-45,1-Aug-18,23991
8003,TUCSON-BROADWAY,14981,1,'04-07-45,1-Aug-18,49804
8004,SAN LUIS OBISPO,10167,1,'04-02-71,1-Aug-18,7208
8004,SAN LUIS OBISPO,12932,1,'04-02-71,1-Aug-18,44313
8005,SPOKANE-VALLEY,12142,1,'01-02-30,1-Aug-18,32421
8005,SPOKANE-VALLEY,12143,1,'01-02-30,1-Aug-18,96374
8006,ABILENE,19674,1,'04-01-21,1-Aug-18,93881
8006,ABILENE,19768,1,'04-01-21,1-Aug-18,48638
8007,TEMPE,12154,1,'04-07-33,1-Aug-18,78817
8007,TEMPE,12609,1,'04-07-33,1-Aug-18,97596
8008,VANCOUVER-HIGHWAY 99,12160,1,'01-02-29,1-Aug-18,21871
8008,VANCOUVER-HIGHWAY 99,13697,1,'01-02-29,1-Aug-18,14256
8010,COSTA MESA,11922,1,'04-02-30,1-Aug-18,84097
8010,COSTA MESA,13948,1,'04-02-30,1-Aug-18,72319
8011,CATHEDRAL CITY,10257,1,'04-02-30,1-Aug-18,2398
8011,CATHEDRAL CITY,14068,1,'04-02-30,1-Aug-18,15744
8012,WALLA WALLA,10322,1,'01-02-70,1-Aug-18,21408
8012,WALLA WALLA,15305,1,'01-02-70,1-Aug-18,53963
8013,CUPERTINO,20461,2,'04-02-29,1-Aug-18,20123
8013,CUPERTINO,20647,2,'04-02-29,1-Aug-18,9583
8014,SALEM-LANCASTER,12166,1,'01-02-29,1-Aug-18,84926
8014,SALEM-LANCASTER,13829,1,'01-02-29,1-Aug-18,29618
8015,SPOKANE-MANITO,10508,1,'01-02-30,1-Aug-18,2360
8015,SPOKANE-MANITO,12664,1,'01-02-30,1-Aug-18,52307
8015,SPOKANE-MANITO,19413,1,'01-02-30,1-Aug-18,4097
8016,IDAHO FALLS,10509,1,'01-02-48,1-Aug-18,38990
8016,IDAHO FALLS,13847,1,'01-02-48,1-Aug-18,3052
8017,FLAGSTAFF-ROUTE 66,10300,1,'04-07-45,1-Aug-18,47748
8017,FLAGSTAFF-ROUTE 66,13938,1,'04-07-45,10-Jul-18,1244
8017,FLAGSTAFF-ROUTE 66,17371,1,'04-07-45,1-Aug-18,60422
8018,SALEM,12175,1,'01-02-29,1-Aug-18,53666
8018,SALEM,13694,1,'01-02-29,1-Aug-18,95161
8018,SALEM,19673,1,'01-02-29,1-Aug-18,91002
8020,TUCSON ORACLE,10306,1,'04-07-45,1-Aug-18,751
8020,TUCSON ORACLE,14385,1,'04-07-45,1-Aug-18,80407
8020,TUCSON ORACLE,16445,1,'04-07-45,1-Aug-18,5453
8021,PORTLAND-BROADWAY,10324,1,'01-02-29,1-Aug-18,48548
8021,PORTLAND-BROADWAY,13726,1,'01-02-29,1-Aug-18,55702
8021,PORTLAND-BROADWAY,15343,1,'01-02-29,1-Aug-18,48436
8024,LONG BEACH,13593,1,'04-02-30,1-Aug-18,30253
8026,SPOKANE-NORTH,12229,1,'01-02-30,1-Aug-18,34042
8026,SPOKANE-NORTH,12646,1,'01-02-30,1-Aug-18,8025
8026,SPOKANE-NORTH,18103,1,'01-02-30,1-Aug-18,61293
8028,VISTA,12324,1,'04-02-30,1-Aug-18,60434
8028,VISTA,14329,1,'04-02-30,1-Aug-18,15062
8029,PORTLAND-MILWAUKIE,11848,1,'01-02-29,1-Aug-18,27580
8029,PORTLAND-MILWAUKIE,15022,1,'01-02-29,1-Aug-18,65794
8030,FORT WORTH-ALLIANCE,19828,1,'04-04-05,1-Aug-18,813
8030,FORT WORTH-ALLIANCE,19939,1,'04-04-05,1-Aug-18,11070
8031,SOUTH GATE,20472,2,'04-02-30,1-Aug-18,21094
8031,SOUTH GATE,20698,2,'04-02-30,1-Aug-18,7192
8032,GLENDALE-NORTHERN,12228,1,'04-07-33,1-Aug-18,13139
8032,GLENDALE-NORTHERN,15264,1,'04-07-33,1-Aug-18,22306
8035,SACRAMENTO-ARDEN WAY,12257,1,'04-02-27,1-Aug-18,30694
8035,SACRAMENTO-ARDEN WAY,13667,1,'04-02-27,1-Aug-18,5653
8036,CONCORD,10196,1,'04-02-29,1-Aug-18,19129
8036,CONCORD,13255,1,'04-02-29,1-Aug-18,50430
8037,VALENCIA,20470,4,'04-02-73,1-Aug-18,48836
8037,VALENCIA,20614,4,'04-02-73,1-Aug-18,8262
8038,EUGENE,12202,1,'01-02-44,1-Aug-18,19172
8038,EUGENE,13804,1,'01-02-44,1-Aug-18,63016
8038,EUGENE,20429,1,'01-02-44,1-Aug-18,11640
8039,CARSON CITY,11760,1,'04-02-27,1-Aug-18,15616
8041,BULLHEAD CITY,13862,1,'04-07-45,1-Aug-18,14348
8041,BULLHEAD CITY,15095,1,'04-07-45,1-Aug-18,83033
8042,BOUNTIFUL,10510,1,'04-07-32,1-Aug-18,95238
8042,BOUNTIFUL,12642,1,'04-07-32,1-Aug-18,542
8043,KAHULUI-MAUI,13866,1,'04-02-61,31-Jul-18,73394
8043,KAHULUI-MAUI,16087,1,'04-02-61,31-Jul-18,39940
8044,FRESNO-BLACKSTONE,10154,1,'04-02-28,1-Aug-18,48937
8044,FRESNO-BLACKSTONE,14200,1,'04-02-28,1-Aug-18,38067
8045,OREM,11885,1,'04-07-32,1-Aug-18,30743
8045,OREM,13065,1,'04-07-32,1-Aug-18,62719
8047,LODI,10210,1,'04-02-28,1-Aug-18,33376
8047,LODI,18553,1,'04-02-28,1-Aug-18,39337
8048,SAN JOSE F/C CTR,14006,1,'04-08-70,1-Aug-18,84245
8048,SAN JOSE F/C CTR,14597,1,'04-08-70,1-Aug-18,40609
8048,SAN JOSE F/C CTR,20309,1,'04-08-70,31-Jul-18,30016
8049,CORVALLIS,12256,1,'01-02-44,1-Aug-18,96945
8049,CORVALLIS,13707,1,'01-02-44,1-Aug-18,70750
8051,KLAMATH FALLS,10198,1,'01-02-44,1-Aug-18,4432
8051,KLAMATH FALLS,13703,1,'01-02-44,1-Aug-18,81129
8052,YAKIMA-1ST ST,12293,1,'01-02-70,1-Aug-18,11335
8052,YAKIMA-1ST ST,13235,1,'01-02-70,1-Aug-18,42116
8053,BUENA PARK,11998,1,'04-02-30,1-Aug-18,42293
8053,BUENA PARK,13836,1,'04-02-30,1-Aug-18,16933
8054,COEUR D'ALENE,12267,1,'01-02-30,1-Aug-18,16833
8054,COEUR D'ALENE,12774,1,'01-02-30,1-Aug-18,7571
8055,ISSAQUAH-GILMAN BLVD,12247,1,'01-02-28,1-Aug-18,46832
8055,ISSAQUAH-GILMAN BLVD,12747,1,'01-02-28,1-Aug-18,36956
8055,ISSAQUAH-GILMAN BLVD,18639,1,'01-02-28,1-Aug-18,53400
8056,REDDING,10202,1,'04-02-27,1-Aug-18,35956
8056,REDDING,14388,1,'04-02-27,1-Aug-18,44316
8057,PHOENIX-METRO VILLAGE,10304,1,'04-07-33,1-Aug-18,33948
8057,PHOENIX-METRO VILLAGE,14993,1,'04-07-33,1-Aug-18,6510
8058,NAMPA,10200,1,'01-02-48,1-Aug-18,66922
8058,NAMPA,13365,1,'01-02-48,1-Aug-18,78115
8059,WEST VALLEY CITY,10512,1,'04-07-32,1-Aug-18,28748
8059,WEST VALLEY CITY,17818,1,'04-07-32,1-Aug-18,87847
8061,CLACKAMAS,12276,1,'01-02-29,1-Aug-18,37483
8061,CLACKAMAS,14239,1,'01-02-29,1-Aug-18,95040
8063,ROHNERT PARK,19381,1,'04-02-29,1-Aug-18,22908
8063,ROHNERT PARK,19526,1,'04-02-29,1-Aug-18,71202
8064,PHOENIX-MARYVALE,10309,1,'04-07-33,1-Aug-18,95508
8064,PHOENIX-MARYVALE,15764,1,'04-07-33,1-Aug-18,26553
8066,VALLEJO,10204,1,'04-02-29,1-Aug-18,99297
8066,VALLEJO,15785,1,'04-02-29,1-Aug-18,1163
8067,PHOENIX-CAVE CREEK,12273,1,'04-07-33,1-Aug-18,25345
8067,PHOENIX-CAVE CREEK,15315,1,'04-07-33,1-Aug-18,41769
8069,MADERA,10155,1,'04-02-28,1-Aug-18,99515
8069,MADERA,16431,1,'04-02-28,1-Aug-18,66695
8070,SAN FRANCISCO-4TH ST,12283,1,'04-02-29,1-Aug-18,58832
8070,SAN FRANCISCO-4TH ST,17373,1,'04-02-29,1-Aug-18,89864
8071,MCDOWELL PLAZA,11688,1,'04-07-33,1-Aug-18,82080
8071,MCDOWELL PLAZA,13779,1,'04-07-33,1-Aug-18,81681
8073,HESPERIA,12306,1,'04-02-73,1-Aug-18,66578
8073,HESPERIA,13433,1,'04-02-73,1-Aug-18,7599
8074,GRESHAM,10327,1,'01-02-29,1-Aug-18,2951
8074,GRESHAM,13717,1,'01-02-29,1-Aug-18,92829
8075,GARDENA-COMMERCIAL,12008,1,'04-02-30,1-Aug-18,76140
8075,GARDENA-COMMERCIAL,13964,1,'04-02-30,1-Aug-18,92405
8076,FREMONT,10153,1,'04-02-29,1-Aug-18,90899
8076,FREMONT,16438,1,'04-02-29,1-Aug-18,10045
8077,BURLINGAME,11658,1,'04-02-29,1-Aug-18,92231
8078,CARLSBAD-LA COSTA,20495,4,'04-02-31,1-Aug-18,65548
8078,CARLSBAD-LA COSTA,20615,4,'04-02-31,1-Aug-18,9994
8079,SEATTLE-BALLARD-LEARY WAY,12155,1,'01-02-28,1-Aug-18,32605
8079,SEATTLE-BALLARD-LEARY WAY,12748,1,'01-02-28,1-Aug-18,34140
8079,SEATTLE-BALLARD-LEARY WAY,14812,1,'01-02-28,1-Aug-18,6538
8079,SEATTLE-BALLARD-LEARY WAY,16837,1,'01-02-28,1-Aug-18,86535
8080,ALBANY,12246,1,'01-02-44,1-Aug-18,64688
8080,ALBANY,13953,1,'01-02-44,1-Aug-18,95914
8080,ALBANY,19051,1,'01-02-44,1-Aug-18,42095
8081,EUREKA,10208,1,'04-02-27,1-Aug-18,3845
8081,EUREKA,13092,1,'04-02-27,1-Aug-18,92355
8082,SACRAMENTO-CARMICHAEL,10211,1,'04-02-27,1-Aug-18,48349
8082,SACRAMENTO-CARMICHAEL,14413,1,'04-02-27,1-Aug-18,98771
8084,EVERETT-EVERETT MALL,12103,1,'01-02-28,1-Aug-18,53791
8084,EVERETT-EVERETT MALL,13409,1,'01-02-28,1-Aug-18,98630
8084,EVERETT-EVERETT MALL,16271,1,'01-02-28,1-Aug-18,44692
8085,MCMINNVILLE,10330,1,'01-02-29,1-Aug-18,81900
8085,MCMINNVILLE,13700,1,'01-02-29,1-Aug-18,83238
8086,LYNNWOOD,12022,1,'01-02-28,1-Aug-18,29876
8086,LYNNWOOD,12814,1,'01-02-28,1-Aug-18,60533
8087,HILLSBORO,10331,1,'01-02-29,1-Aug-18,67808
8087,HILLSBORO,13758,1,'01-02-29,1-Aug-18,53288
8088,TACOMA-COMMERCIAL,12037,1,'01-02-28,1-Aug-18,65
8088,TACOMA-COMMERCIAL,13687,1,'01-02-28,1-Aug-18,85521
8088,TACOMA-COMMERCIAL,18333,1,'01-02-28,1-Aug-18,29210
8089,CITY OF INDUSTRY,12038,1,'04-02-73,1-Aug-18,27397
8089,CITY OF INDUSTRY,14424,1,'04-02-73,1-Aug-18,2648
8090,TUKWILA,12126,1,'01-02-28,1-Aug-18,25428
8090,TUKWILA,14535,1,'01-02-28,1-Aug-18,91933
8090,TUKWILA,16888,1,'01-02-28,1-Aug-18,44362
8091,SILVERDALE,12068,1,'01-02-28,1-Aug-18,14111
8091,SILVERDALE,12807,1,'01-02-28,1-Aug-18,68431
8092,KENNEWICK-COMMMERCIAL,12100,1,'01-02-70,1-Aug-18,31694
8092,KENNEWICK-COMMMERCIAL,13842,1,'01-02-70,1-Aug-18,80713
8093,PLACERVILLE,12101,1,'04-02-27,1-Aug-18,14953
8094,MURRAY,10513,1,'04-07-32,1-Aug-18,38265
8094,MURRAY,13210,1,'04-07-32,1-Aug-18,80044
8095,RANCHO CORDOVA,11727,1,'04-02-27,1-Aug-18,28220
8095,RANCHO CORDOVA,17531,1,'04-02-27,1-Aug-18,73176
8096,FEDERAL WAY,12221,1,'01-02-28,1-Aug-18,74250
8096,FEDERAL WAY,12757,1,'01-02-28,1-Aug-18,98161
8097,ROSEVILLE,12233,1,'04-02-27,1-Aug-18,75633
8097,ROSEVILLE,14414,1,'04-02-27,1-Aug-18,62676
8098,PULLMAN,12325,1,'01-02-30,1-Aug-18,10162
8098,PULLMAN,13366,1,'01-02-30,1-Aug-18,91595
8099,KENMORE,12305,1,'01-02-28,1-Aug-18,54063
8099,KENMORE,14298,1,'01-02-28,1-Aug-18,17081
8101,BAKERSFIELD-COMMERCIAL,12294,1,'04-02-28,1-Aug-18,85857
8101,BAKERSFIELD-COMMERCIAL,15327,1,'04-02-28,1-Aug-18,77248
8102,MESA-EAST,12331,1,'04-07-33,1-Aug-18,11861
8102,MESA-EAST,13835,1,'04-07-33,1-Aug-18,75006
8103,TUCSON-GRANT ROAD,12345,1,'04-07-45,1-Aug-18,34020
8103,TUCSON-GRANT ROAD,14365,1,'04-07-45,1-Aug-18,57605
8106,CAMPBELL-WEST CAMPBELL,19394,1,'04-02-29,1-Aug-18,54169
8106,CAMPBELL-WEST CAMPBELL,19513,1,'04-02-29,1-Aug-18,98898
8109,SHORELINE,12369,1,'01-02-28,1-Aug-18,68226
8109,SHORELINE,14622,1,'01-02-28,1-Aug-18,49556
8110,CALDWELL,20572,4,'01-02-48,1-Aug-18,58549
8110,CALDWELL,20609,4,'01-02-48,1-Aug-18,47724
8111,LAS VEGAS-COMMERCIAL,11706,1,'04-07-35,1-Aug-18,91974
8111,LAS VEGAS-COMMERCIAL,11741,1,'04-07-35,1-Aug-18,27637
8111,LAS VEGAS-COMMERCIAL,11787,1,'04-07-35,25-Jul-18,98110
8112,LAS VEGAS-TROPICANA,11715,1,'04-07-35,1-Aug-18,3848
8112,LAS VEGAS-TROPICANA,11808,1,'04-07-35,1-Aug-18,52145
8113,LAS VEGAS-NORTH,11716,1,'04-07-35,1-Aug-18,68682
8113,LAS VEGAS-NORTH,12261,1,'04-07-35,1-Aug-18,24467
8114,LAS VEGAS-W SAHARA,11717,1,'04-07-35,1-Aug-18,47353
8114,LAS VEGAS-W SAHARA,11788,1,'04-07-35,1-Aug-18,74499
8115,LAS VEGAS-HENDERSON,11718,1,'04-07-35,1-Aug-18,8205
8115,LAS VEGAS-HENDERSON,16903,1,'04-07-35,1-Aug-18,4173
8116,CENTENNIAL-DOVE VALLEY,20600,2,'04-07-18,1-Aug-18,13170
8116,CENTENNIAL-DOVE VALLEY,20742,2,'04-07-18,1-Aug-18,2777
8117,LAS VEGAS-NELLIS,11812,1,'04-07-35,1-Aug-18,63599
8117,LAS VEGAS-NELLIS,14774,1,'04-07-35,1-Aug-18,11274
8118,ROSEBURG,12322,1,'01-02-44,1-Aug-18,79578
8118,ROSEBURG,13881,1,'01-02-44,1-Aug-18,76123
8119,VISALIA,12351,1,'04-02-28,1-Aug-18,32600
8119,VISALIA,15240,1,'04-02-28,1-Aug-18,61833
8120,TUALATIN,12344,1,'01-02-29,1-Aug-18,76883
8120,TUALATIN,13590,1,'01-02-29,8-Mar-18,45992
8120,TUALATIN,14010,1,'01-02-29,1-Aug-18,91135
8121,SAN RAFAEL,12332,1,'04-02-29,1-Aug-18,72036
8121,SAN RAFAEL,14975,1,'04-02-29,1-Aug-18,99991
8122,SCOTTSDALE,12360,1,'04-07-33,1-Aug-18,96796
8122,SCOTTSDALE,13830,1,'04-07-33,1-Aug-18,9873
8122,SCOTTSDALE,18452,1,'04-07-33,1-Aug-18,23872
8126,SPRINGFIELD,12315,1,'01-02-44,1-Aug-18,76255
8126,SPRINGFIELD,13698,1,'01-02-44,1-Aug-18,38766
8129,ST-JEAN-SUR-RICHELIEU,20556,4,'08-01-03,1-Aug-18,39583
8129,ST-JEAN-SUR-RICHELIEU,20579,4,'08-01-03,10-Jul-18,751
8131,GLENDALE-BELL ROAD,12354,1,'04-07-33,1-Aug-18,73269
8131,GLENDALE-BELL ROAD,14966,1,'04-07-33,1-Aug-18,41695
8132,HAYWARD,12353,1,'04-02-29,1-Aug-18,13051
8132,HAYWARD,17848,1,'04-02-29,1-Aug-18,9715
8135,SALT LAKE CITY-SANDY,10515,1,'04-07-32,1-Aug-18,70610
8135,SALT LAKE CITY-SANDY,13246,1,'04-07-32,1-Aug-18,87365
8136,OLYMPIA,12479,1,'01-02-28,1-Aug-18,86308
8136,OLYMPIA,13690,1,'01-02-28,1-Aug-18,31388
8137,PUYALLUP,12533,1,'01-02-28,1-Aug-18,54045
8137,PUYALLUP,14624,1,'01-02-28,1-Aug-18,20306
8137,PUYALLUP,19625,1,'01-02-28,26-Mar-18,76706
8138,SIMI VALLEY,12410,1,'04-02-73,1-Aug-18,66982
8138,SIMI VALLEY,15253,1,'04-02-73,1-Aug-18,33876
8139,BEAVERTON,12455,1,'01-02-29,1-Aug-18,53290
8139,BEAVERTON,13655,1,'01-02-29,1-Aug-18,12001
8140,LAYTON,12442,1,'04-07-32,1-Aug-18,29603
8140,LAYTON,16113,1,'04-07-32,1-Aug-18,16280
8141,AUBURN,12458,1,'01-02-28,1-Aug-18,83473
8141,AUBURN,14479,1,'01-02-28,1-Aug-18,47258
8143,OAKLAND,12408,1,'04-02-29,1-Aug-18,81290
8143,OAKLAND,17191,1,'04-02-29,1-Aug-18,4984
8146,FOLSOM,12451,1,'04-02-27,1-Aug-18,61979
8146,FOLSOM,14232,1,'04-02-27,1-Aug-18,57888
8147,DUBLIN,12492,1,'04-02-29,1-Aug-18,73176
8147,DUBLIN,15796,1,'04-02-29,1-Aug-18,85320
8148,BELLEVUE,12504,1,'01-02-28,1-Aug-18,89331
8148,BELLEVUE,14858,1,'01-02-28,1-Aug-18,13404
8149,TURLOCK,12516,1,'04-02-28,1-Aug-18,25180
8149,TURLOCK,17746,1,'04-02-28,1-Aug-18,86651
8150,ELK GROVE,12517,1,'04-02-27,1-Aug-18,30980
8150,ELK GROVE,14471,1,'04-02-27,1-Aug-18,85271
8152,AUBURN,12549,1,'04-02-27,1-Aug-18,87009
8152,AUBURN,14389,1,'04-02-27,1-Aug-18,37169
8153,TEMECULA,12546,1,'04-02-30,1-Aug-18,41242
8153,TEMECULA,15156,1,'04-02-30,1-Aug-18,35181
8154,FAIRFIELD,12804,1,'04-02-29,1-Aug-18,94699
8154,FAIRFIELD,18478,1,'04-02-29,1-Aug-18,5577
8155,SEASIDE,12583,1,'04-02-71,1-Aug-18,43969
8155,SEASIDE,13554,1,'04-02-71,1-Aug-18,90986
8156,SEATTLE-6TH AVE,12574,1,'01-02-28,1-Aug-18,65813
8156,SEATTLE-6TH AVE,14251,1,'01-02-28,1-Aug-18,86119
8156,SEATTLE-6TH AVE,16302,1,'01-02-28,1-Aug-18,69288
8157,MEDFORD,12753,1,'01-02-44,1-Aug-18,41301
8157,MEDFORD,13638,1,'01-02-44,1-Aug-18,35453
8158,SANTA ROSA-NORTH,12618,1,'04-02-29,1-Aug-18,98124
8158,SANTA ROSA-NORTH,15263,1,'04-02-29,1-Aug-18,72758
8159,GILROY,12634,1,'04-02-71,1-Aug-18,76366
8159,GILROY,16325,1,'04-02-71,1-Aug-18,2710
8160,PHOENIX-RAY ROAD,12675,1,'04-07-33,1-Aug-18,40233
8160,PHOENIX-RAY ROAD,15030,1,'04-07-33,1-Aug-18,49346
8161,SLC-SUGARHOUSE,10516,1,'04-07-32,1-Aug-18,67648
8161,SLC-SUGARHOUSE,12605,1,'04-07-32,1-Aug-18,89708
8161,SLC-SUGARHOUSE,16061,1,'04-07-32,1-Aug-18,70353
8163,SAN DIEGO-KEARNY MESA,12811,1,'04-02-31,1-Aug-18,48815
8163,SAN DIEGO-KEARNY MESA,13710,1,'04-02-31,1-Aug-18,1890
8164,TORRANCE,12827,1,'04-02-30,1-Aug-18,91100
8164,TORRANCE,13769,1,'04-02-30,1-Aug-18,69851
8165,EL CAJON,12844,1,'04-02-31,1-Aug-18,84290
8165,EL CAJON,14822,1,'04-02-31,1-Aug-18,80003
8166,MOUNTAIN VIEW,12845,1,'04-02-29,1-Aug-18,50207
8166,MOUNTAIN VIEW,16978,1,'04-02-29,1-Aug-18,13044
8168,LAS VEGAS-RANCHO,12855,1,'04-07-35,1-Aug-18,30463
8168,LAS VEGAS-RANCHO,15508,1,'04-07-35,1-Aug-18,64373
8169,WENATCHEE,12903,1,'01-02-70,1-Aug-18,60518
8169,WENATCHEE,15494,1,'01-02-70,1-Aug-18,27480
8170,PRESCOTT-MAIN,12915,1,'04-07-45,1-Aug-18,71790
8170,PRESCOTT-MAIN,14437,1,'04-07-45,1-Aug-18,73
8171,CHULA VISTA-NATIONAL CITY,12916,1,'04-02-31,1-Aug-18,61070
8171,CHULA VISTA-NATIONAL CITY,14697,1,'04-02-31,1-Aug-18,70018
8172,ST GEORGE,13085,1,'04-07-35,1-Aug-18,69787
8172,ST GEORGE,16252,1,'04-07-35,1-Aug-18,1015
8173,PORTLAND F/C CTR,13095,1,'01-08-49,31-Jul-18,15144
8173,PORTLAND F/C CTR,13973,1,'01-08-49,30-Jul-18,79734
8173,PORTLAND F/C CTR,17027,1,'01-08-49,1-Aug-18,8353
8173,PORTLAND F/C CTR,19679,1,'01-08-49,1-Aug-18,92460
8174,SOUTH LAKE TAHOE,13164,1,'04-02-27,1-Aug-18,56886
8175,RICHMOND-GRAND PARKWAY,19776,1,'04-01-07,1-Aug-18,82689
8175,RICHMOND-GRAND PARKWAY,19940,1,'04-01-07,1-Aug-18,79448
8176,ANCHORAGE-POST ROAD,13205,1,'01-02-36,1-Aug-18,43414
8176,ANCHORAGE-POST ROAD,14487,1,'01-02-36,1-Aug-18,3460
8176,ANCHORAGE-POST ROAD,17953,1,'01-02-36,25-Jun-18,8418
8176,ANCHORAGE-POST ROAD,17954,1,'01-02-36,1-Aug-18,76884
8177,SANTA MARIA,13216,1,'04-02-71,1-Aug-18,536
8177,SANTA MARIA,15101,1,'04-02-71,1-Aug-18,42241
8179,LAKE HAVASU CITY,13285,1,'04-07-45,1-Aug-18,53779
8179,LAKE HAVASU CITY,14978,1,'04-07-45,1-Aug-18,49511
8180,SANTA ANA-EDINGER,13170,1,'04-02-30,1-Aug-18,92110
8180,SANTA ANA-EDINGER,13185,1,'04-02-30,1-Aug-18,11274
8180,SANTA ANA-EDINGER,14746,1,'04-02-30,1-Aug-18,81093
8181,ESCONDIDO,13171,1,'04-02-30,1-Aug-18,52989
8181,ESCONDIDO,13186,1,'04-02-30,1-Aug-18,11280
8182,ONTARIO-KETTERING,13172,1,'04-02-30,1-Aug-18,3733
8182,ONTARIO-KETTERING,13187,1,'04-02-30,1-Aug-18,38224
8183,RIVERSIDE-INDIANA,13173,1,'04-02-30,1-Aug-18,37291
8183,RIVERSIDE-INDIANA,13188,1,'04-02-30,1-Aug-18,78749
8184,NORTH HILLS,13174,1,'04-02-73,1-Aug-18,15352
8184,NORTH HILLS,13189,1,'04-02-73,1-Aug-18,18586
8187,LIVERMORE,16843,1,'04-02-29,1-Aug-18,73655
8187,LIVERMORE,16936,1,'04-02-29,1-Aug-18,53915
8188,SPARKS,16813,1,'04-02-27,1-Aug-18,41945
8188,SPARKS,16861,1,'04-02-27,1-Aug-18,67188
8189,SAMMAMISH,18002,1,'01-02-28,1-Aug-18,80156
8189,SAMMAMISH,18039,1,'01-02-28,1-Aug-18,54864
8190,BAKERSFIELD-OSWELL,16956,1,'04-02-28,1-Aug-18,53178
8190,BAKERSFIELD-OSWELL,19785,1,'04-02-28,1-Aug-18,59548
8191,CAMARILLO,19675,1,'04-02-71,1-Aug-18,77782
8191,CAMARILLO,19786,1,'04-02-71,1-Aug-18,79643
8192,GRANTS PASS,16845,1,'01-02-44,1-Aug-18,57489
8192,GRANTS PASS,17008,1,'01-02-44,1-Aug-18,25175
8193,PLEASANT HILL,16842,1,'04-02-29,1-Aug-18,45275
8193,PLEASANT HILL,16937,1,'04-02-29,1-Aug-18,56007
8194,PATTERSON,17530,1,'04-02-28,1-Aug-18,12309
8194,PATTERSON,17638,1,'04-02-28,1-Aug-18,19362
8195,SAN JOSE-BROKAW,19385,1,'04-02-29,1-Aug-18,93595
8195,SAN JOSE-BROKAW,19575,1,'04-02-29,1-Aug-18,7856
8196,THE DALLES,16990,1,'01-02-29,1-Aug-18,59570
8196,THE DALLES,17009,1,'01-02-29,1-Aug-18,23780
8197,TRUCKEE,16768,1,'04-02-27,1-Aug-18,46692
8198,DANVILLE,18132,1,'04-02-29,1-Aug-18,27871
8198,DANVILLE,18147,1,'04-02-29,1-Aug-18,39866
8199,LAGUNA HILLS,16959,1,'04-02-30,1-Aug-18,95363
8199,LAGUNA HILLS,19787,1,'04-02-30,31-Jul-18,61706
8200,AUBURN F/C CTR,13679,1,'01-08-49,1-Aug-18,19816
8200,AUBURN F/C CTR,14902,1,'01-08-49,1-Aug-18,91638
8200,AUBURN F/C CTR,20096,1,'01-08-49,1-Aug-18,94981
8200,AUBURN F/C CTR,20786,1,'01-08-49,1-Aug-18,836
8202,PASADENA,12181,1,'04-02-73,1-Aug-18,45512
8202,PASADENA,12210,1,'04-02-73,1-Aug-18,95738
8204,SAN BERNARDINO,12183,1,'04-02-30,1-Aug-18,27326
8204,SAN BERNARDINO,12309,1,'04-02-30,1-Aug-18,4169
8205,SIGNAL HILL,12184,1,'04-02-30,1-Aug-18,21244
8205,SIGNAL HILL,12204,1,'04-02-30,1-Aug-18,96556
8207,MORGAN HILL,19395,1,'04-02-71,1-Aug-18,38821
8207,MORGAN HILL,19497,1,'04-02-71,1-Aug-18,81676
8208,CENTENNIAL-BUCKLEY,20568,4,'04-07-18,1-Aug-18,67159
8208,CENTENNIAL-BUCKLEY,20616,4,'04-07-18,1-Aug-18,37175
8210,HUNTINGTON BEACH,12189,1,'04-02-30,1-Aug-18,10444
8210,HUNTINGTON BEACH,14240,1,'04-02-30,1-Aug-18,81915
8218,TUSTIN,19676,1,'04-02-30,1-Aug-18,89397
8218,TUSTIN,19901,1,'04-02-30,1-Aug-18,14116
8223,UNION CITY F/C CTR,13468,1,'04-08-70,1-Aug-18,46593
8223,UNION CITY F/C CTR,18257,1,'04-08-70,1-Aug-18,81832
8224,OXNARD,13474,1,'04-02-71,1-Aug-18,95978
8224,OXNARD,19672,1,'04-02-71,1-Aug-18,38617
8225,HONOLULU,13517,1,'04-02-61,1-Aug-18,89464
8225,HONOLULU,16780,1,'04-02-61,1-Aug-18,49055
8226,LAS VEGAS F/C CTR,13581,1,'04-08-70,1-Aug-18,61634
8226,LAS VEGAS F/C CTR,14077,1,'04-08-70,30-Jul-18,16750
